1,10,9,73384.47605,0.0000734,29316,8873
2,10,11,85553.08836,0.0000856,16940,10921
3,10,13,97357.07557,0.0000974,-44448,9912
4,10,10,86931.52518,0.0000869,25217,10762
5,20,24,246858.1311,0.0002469,-32021,3965
6,20,24,218168.3059,0.0002182,25130,4328
7,20,28,253380.6183,0.0002534,-41693,3898
8,20,26,227881.9873,0.0002279,-37205,4317
9,40,56,606313.1716,0.0006063,-114203,1632
10,40,50,561691.547,0.0005617,-31929,1757
11,40,50,566737.393,0.0005667,-79570,1743
12,40,52,576771.5317,0.0005768,-79741,1721
13,80,108,1440989.358,0.001441,-139926,688
14,80,99,1414840.605,0.0014148,-198094,730
15,80,104,1369863.437,0.0013699,-110571,725
16,80,114,1521327.684,0.0015213,-233320,649
17,100,136,1916219.344,0.0019162,-141960,520
18,100,129,1859230.528,0.0018592,-271743,536
19,100,137,1958658.725,0.0019587,-288906,512
20,100,132,1903094.246,0.0019031,-229506,524
21,200,267,4419799.484,0.0044198,-510185,225
22,200,269,4485446.865,0.0044854,-515136,223
23,200,269,4513123.795,0.0045131,-444357,220
24,200,267,4533419.136,0.0045334,-393278,221
25,400,540,10407676.17,0.0104077,-1119906,95
26,400,518,10170872.37,0.0101709,-788168,97
27,400,538,10533477.81,0.0105335,-895704,94
28,400,526,10292546.25,0.0102925,-733645,96
29,800,1063,23454574.36,0.0234546,-1541291,42
30,800,1058,23645769.29,0.0236458,-1578294,42
31,800,1076,23929648.95,0.0239296,-1664316,41
32,800,1049,23516296.57,0.0235163,-1652119,42
33,1000,1300,30235913.06,0.0302359,-2089013,33
34,1000,1313,30572566.41,0.0305726,-1934208,32
35,1000,1328,30896512.25,0.0308965,-2229428,32
36,1000,1344,30906809.16,0.0309068,-2356163,32
37,2000,2699,70873597.64,0.0708736,-4811598,14
38,2000,2654,69789933.64,0.0697899,-4739387,14
39,2000,2652,69632619.64,0.0696326,-4717250,14
40,2000,2677,70234522.86,0.0702345,-4537267,14
41,4000,5360,157046280.5,0.1570463,-8722212,6
42,4000,5315,156028482.8,0.1560285,-9314968,6
43,4000,5340,157181312,0.1571813,-9845767,6
44,4000,5368,156269539.5,0.1562695,-8681447,6
45,8000,10705,347440138.5,0.3474401,-17844628,2
46,8000,10670,348194793,0.3481948,-18798446,2
47,8000,10662,344711363.5,0.3447114,-18741474,2
48,8000,10757,347015763,0.3470158,-18178610,2
49,10000,13301,442112535.5,0.4421125,-22079522,2
50,10000,13340,446760593.5,0.4467606,-22338561,2
51,10000,13287,444743531.5,0.4447435,-22581384,2
52,10000,13311,442997466,0.4429975,-22606313,2
53,20000,26667,974610952,0.974611,-45962292,1
54,20000,26826,973262147,0.9732621,-45195405,1
55,20000,26673,974384105,0.9743841,-47854708,1
56,20000,26670,973670869,0.9736709,-46418161,1
57,40000,53415,2136591753,2.1365918,-92003321,1
58,40000,53446,2133940840,2.1339408,-94397064,1
59,40000,53242,2125702872,2.1257029,-88771991,1
60,40000,53319,2132769220,2.1327692,-93017025,1
61,80000,106914,4700060910,4.7000609,-186834082,1
62,80000,106633,4695625792,4.6956258,-185997521,1
63,80000,106586,4694558420,4.6945584,-182065015,1
64,80000,106554,4705053462,4.7050535,-180793224,1
65,100000,133395,6060222656,6.0602227,-230698391,1
66,100000,133214,6042919511,6.0429195,-230168572,1
67,100000,133524,6050503941,6.0505039,-231393935,1
68,100000,133463,6087769864,6.0877699,-231011693,1
