1,10,14,2030945,0.0020309,3056,460
2,10,10,1188435.484,0.0011884,223,682
3,10,12,1118221.473,0.0011182,2302,638
4,10,11,1011846.728,0.0010118,4974,871
5,20,24,2889937.017,0.0028899,1526,181
6,20,24,4522151.412,0.0045222,1684,354
7,20,27,9477300.658,0.0094773,522,152
8,20,25,10172838.65,0.0101728,2866,207
9,40,52,20713347.73,0.0207133,2137,44
10,40,54,14491207.95,0.0144912,1446,88
11,40,51,14193219.05,0.0141932,648,63
12,40,50,14145845.35,0.0141458,2486,86
13,60,82,29707856.25,0.0297079,1282,32
14,60,72,29829734.38,0.0298297,299,32
15,60,83,32099238.46,0.0320992,2113,26
16,60,79,31184308,0.0311843,159,25
17,80,101,50028043.75,0.050028,969,16
18,80,105,43484717.39,0.0434847,1756,23
19,80,108,38275737.04,0.0382757,714,27
20,80,108,41880884,0.0418809,2610,25
21,100,128,63953193.75,0.0639532,341,16
22,100,120,56473123.53,0.0564731,890,17
23,100,125,57774294.12,0.0577743,772,17
24,100,133,64013520,0.0640135,1561,15
25,150,197,140655271.4,0.1406553,951,7
26,150,206,154352450,0.1543525,424,6
27,150,195,145157100,0.1451571,1153,6
28,150,198,168361450,0.1683614,707,6
29,200,276,308606000,0.308606,484,3
30,200,260,279913000,0.279913,850,3
31,200,269,279464500,0.2794645,1382,3
32,200,274,287958100,0.2879581,1102,3
33,250,317,444742300,0.4447423,346,2
34,250,322,442721400,0.4427214,381,2
35,250,338,456653500,0.4566535,129,2
36,250,326,449405900,0.4494059,670,2
37,300,403,671063800,0.6710638,1137,1
38,300,393,677553200,0.6775532,869,1
39,300,408,700373000,0.700373,868,1
40,300,411,690243800,0.6902438,1148,1
41,350,468,955078000,0.955078,676,1
42,350,475,965932000,0.965932,290,1
43,350,462,1053498600,1.0534986,818,1
44,350,474,961604900,0.9616049,175,1
45,400,543,1275305800,1.2753058,508,1
46,400,527,1271454000,1.271454,904,1
47,400,526,1251964800,1.2519648,362,1
48,400,525,1270084300,1.2700843,509,1
49,450,595,1777374200,1.7773742,400,1
50,450,602,1721216200,1.7212162,364,1
51,450,593,1741665700,1.7416657,336,1
52,450,594,1629809100,1.6298091,639,1
53,500,670,2150573900,2.1505739,43,1
54,500,671,2140404900,2.1404049,805,1
55,500,670,2957780700,2.9577807,363,1
56,500,666,2106707100,2.1067071,584,1
